"Meet Date","Meet Name","Meet Type","Sanction Number","Meet Location","Website","Unique Identification"
2021-10-30,"Odyssey Barbell Club Classic","Local","NH-2021-03","New Hampshire","https://usapl.liftingdatabase.com/competitions-view?id=119833","2021-10-30-Odyssey Barbell Club Classic"
2021-10-24,"Halloween Havoc IV","Local","NY-2021-11","New York","https://usapl.liftingdatabase.com/competitions-view?id=119824","2021-10-24-Halloween Havoc IV"
2021-10-23,"PF Welcome Back Meet","Local","WI-2021-21","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119819","2021-10-23-PF Welcome Back Meet"
2021-10-23,"Thunder Open","Local","CO-2021-04","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=119820","2021-10-23-Thunder Open"
2021-10-23,"Calcasieu Cup","Local","LA-2021-08","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119821","2021-10-23-Calcasieu Cup"
2021-10-23,"Denali Fall Classic","Local","AK-2021-06","Alaska","https://usapl.liftingdatabase.com/competitions-view?id=119822","2021-10-23-Denali Fall Classic"
2021-10-23,"Austin Fall Frenzy","Local","TX-2021-22","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119825","2021-10-23-Austin Fall Frenzy"
2021-10-23,"Legions Sports Festival","Local","NV-2021-02","Nevada","https://usapl.liftingdatabase.com/competitions-view?id=119826","2021-10-23-Legions Sports Festival"
2021-10-18,"Michigan Rookie Rumble","Local","MI-2021-08","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=119815","2021-10-18-Michigan Rookie Rumble"
2021-10-16,"Penguin Classic","Local","OH-2021-13","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119812","2021-10-16-Penguin Classic"
2021-10-16,"Legacy Series Finals","Local","MO-2021-07","Mississippi","https://usapl.liftingdatabase.com/competitions-view?id=119813","2021-10-16-Legacy Series Finals"
2021-10-16,"Philadelphia Fall Showdown","Local","PA-2021-14","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119814","2021-10-16-Philadelphia Fall Showdown"
2021-10-16,"Elite Season Throwdown","Local","NY-2021-07","New York","https://usapl.liftingdatabase.com/competitions-view?id=119817","2021-10-16-Elite Season Throwdown"
2021-10-16,"920 Raw Open","Local","WI-2021-20","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119818","2021-10-16-920 Raw Open"
2021-10-16,"Chiseled Fall Finale","Local","MD-2021-06","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=119823","2021-10-16-Chiseled Fall Finale"
2021-10-16,"Spartan Raw Fall Brawl","Local","WI-2021-19","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119830","2021-10-16-Spartan Raw Fall Brawl"
2021-10-10,"Rhode Island Fall Classic","Local","RI-2021-01","Rhode Island","https://usapl.liftingdatabase.com/competitions-view?id=119805","2021-10-10-Rhode Island Fall Classic"
2021-10-09,"Warrior Collegiate Open","Local","NE-2021-06","Nebraska","https://usapl.liftingdatabase.com/competitions-view?id=119808","2021-10-09-Warrior Collegiate Open"
2021-10-09,"Ogre Fall Classic","Local","TN-2021-03","Tennessee","https://usapl.liftingdatabase.com/competitions-view?id=119811","2021-10-09-Ogre Fall Classic"
2021-10-09,"West Texas Open #3","Local","TX-2021-30","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119806","2021-10-09-West Texas Open #3"
2021-10-09,"4th Annual USA Powerlifting North Florida Open Championships","Local","FL-2021-16","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119807","2021-10-09-4th Annual USA Powerlifting North Florida Open Championships"
2021-10-02,"CT Fall Classic","Local","CT-2021-06","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=119809","2021-10-02-CT Fall Classic"
2021-10-02,"Valhalla Awaits","Local","GA-2021-06","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=119810","2021-10-02-Valhalla Awaits"
2021-10-02,"Muscle Beach Powerlifting Classic","Local","TX-2021-25","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119800","2021-10-02-Muscle Beach Powerlifting Classic"
2021-10-02,"Virginia Pro Qualifier","Local","VA-2021-08","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119802","2021-10-02-Virginia Pro Qualifier"
2021-09-26,"Cattle Festival Meet","Local","LA-2021-07","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119797","2021-09-26-Cattle Festival Meet"
2021-09-26,"Lowell Open","Local","MA-2021-07","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=119799","2021-09-26-Lowell Open"
2021-09-26,"New Jersey Heavy Metal Classic","Local","NJ-2021-05","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=119801","2021-09-26-New Jersey Heavy Metal Classic"
2021-09-25,"Power Mountain Showcasre","Local","NC-2021-04","North Carolina","https://usapl.liftingdatabase.com/competitions-view?id=119834","2021-09-25-Power Mountain Showcasre"
2021-09-25,"Words Have Weight","Local","SC-2021-05","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=119793","2021-09-25-Words Have Weight"
2021-09-25,"Philly Special","Local","PA-2021-13","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119794","2021-09-25-Philly Special"
2021-09-25,"RC Classic","Local","MI-2021-06","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=119796","2021-09-25-RC Classic"
2021-09-25,"Brother Bennett","Local","MS-2021-02","Mississippi","https://usapl.liftingdatabase.com/competitions-view?id=119798","2021-09-25-Brother Bennett"
2021-09-18,"Baystate Series II","Local","MA-2021-08","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=119785","2021-09-18-Baystate Series II"
2021-09-18,"3rd Annual USA Powerlifting Ocala Open Super Total X3 Championships","Local","FL-2021-08","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119787","2021-09-18-3rd Annual USA Powerlifting Ocala Open Super Total X3 Championships"
2021-09-18,"Youth and Teen Show of Strength","Local","MN-2021-11","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=119788","2021-09-18-Youth and Teen Show of Strength"
2021-09-12,"Windy City Raw Open","Local","IL-2021-03","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=119780","2021-09-12-Windy City Raw Open"
2021-09-12,"Rochester Rumble III","Local","NY-2021-01","New York","https://usapl.liftingdatabase.com/competitions-view?id=119781","2021-09-12-Rochester Rumble III"
2021-09-12,"September Smash","Local","NJ-2021-07","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=119782","2021-09-12-September Smash"
2021-09-11,"Stars And Stripes Open","Local","WI-2021-05","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119779","2021-09-11-Stars And Stripes Open"
2021-09-11,"Gorilla Warfare: Resurrection","Local","CO-2021-02","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=119783","2021-09-11-Gorilla Warfare: Resurrection"
2021-09-11,"Iron Wars","Local","YX-2021-15","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119784","2021-09-11-Iron Wars"
2021-09-11,"Raw Ruckus","Local","ID-2021-03","Idaho","https://usapl.liftingdatabase.com/competitions-view?id=119792","2021-09-11-Raw Ruckus"
2021-09-05,"Nebraska State Fair Invitational","Local","NE-2021-08","Nebraska","https://usapl.liftingdatabase.com/competitions-view?id=119776","2021-09-05-Nebraska State Fair Invitational"
2021-09-04,"Ohio Summer Showdown","Local","OH-2021-09","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119774","2021-09-04-Ohio Summer Showdown"
2021-09-04,"Festival of Steel","Local","WA-2021-03","Washington","https://usapl.liftingdatabase.com/competitions-view?id=119775","2021-09-04-Festival of Steel"
2021-09-04,"Baltimore Raw Open","Local","MD-2021-03","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=119777","2021-09-04-Baltimore Raw Open"
2021-09-04,"TFX Developmental Meet","Local","FL-2021-17","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119778","2021-09-04-TFX Developmental Meet"
2021-08-28,"Lifting the House","Local","GA-2021-05","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=119771","2021-08-28-Lifting the House"
2021-08-28,"Tournament of Power","Local","MI-2021-07","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=119772","2021-08-28-Tournament of Power"
2021-08-28,"Barrels and Bars","Local","OH-2021-11","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119773","2021-08-28-Barrels and Bars"
2021-08-21,"Mighty Mick's Classic","Local","PA-2021-12","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119764","2021-08-21-Mighty Mick's Classic"
2021-08-21,"WILLPOWER Invitational 2","Local","CA-2021-11","California","https://usapl.liftingdatabase.com/competitions-view?id=119765","2021-08-21-WILLPOWER Invitational 2"
2021-08-21,"Rumble at Rampage","Local","TX-2021-16","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119766","2021-08-21-Rumble at Rampage"
2021-08-21,"Masters Brawl","Local","MN-2021-06","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=119767","2021-08-21-Masters Brawl"
2021-08-21,"Women Of Power Open","Local","WI-2021-16","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119768","2021-08-21-Women Of Power Open"
2021-08-21,"Granite State Grand Prix V","Local","NH-2021-04","New Hampshire","https://usapl.liftingdatabase.com/competitions-view?id=119786","2021-08-21-Granite State Grand Prix V"
2021-08-07,"Boynton Barbell Center Invitational","Local","FL-2021-19","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119751","2021-08-07-Boynton Barbell Center Invitational"
2021-08-07,"Obtain Strength Open","Local","OK-2021-02","Oklahoma","https://usapl.liftingdatabase.com/competitions-view?id=119754","2021-08-07-Obtain Strength Open"
2021-08-07,"Virginia Novice Open 2","Local","VA-2021-06","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119755","2021-08-07-Virginia Novice Open 2"
2021-08-07,"TBS Summer Open","Local","TX-2021-13","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119756","2021-08-07-TBS Summer Open"
2021-08-07,"Raleighwood Rumble","Local","NC-2021-02","North Carolina","https://usapl.liftingdatabase.com/competitions-view?id=119757","2021-08-07-Raleighwood Rumble"
2021-08-07,"CT Dennis Gleason Memorial","Local","CT-2021-04","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=119769","2021-08-07-CT Dennis Gleason Memorial"
2021-08-06,"Europa Games 2021","Local","AZ-2021-05","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=119761","2021-08-06-Europa Games 2021"
2021-08-01,"4th Annual Southern States Championship","Local","FL-2021-15","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119760","2021-08-01-4th Annual Southern States Championship"
2021-07-31,"Kilos For Veterans","Local","WY-2021-03","Wyoming","https://usapl.liftingdatabase.com/competitions-view?id=119746","2021-07-31-Kilos For Veterans"
2021-07-31,"WARCATs Iron Initiative","Local","CA-2021-02","California","https://usapl.liftingdatabase.com/competitions-view?id=119747","2021-07-31-WARCATs Iron Initiative"
2021-07-31,"Odyssey Barbell Club Summer Open","Local","NH-2021-02","New Hampshire","https://usapl.liftingdatabase.com/competitions-view?id=119749","2021-07-31-Odyssey Barbell Club Summer Open"
2021-07-31,"Absolute Recomp Rookie Meet","Local","TX-2021-26","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119752","2021-07-31-Absolute Recomp Rookie Meet"
2021-07-31,"CRCL Classic","Local","TX-2021-28","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119753","2021-07-31-CRCL Classic"
2021-07-31,"Iron Office Summer Classic","Local","CA-2021-07","California","https://usapl.liftingdatabase.com/competitions-view?id=119762","2021-07-31-Iron Office Summer Classic"
2021-07-24,"Sport of Iron II","Local","NY-2021-13","New York","https://usapl.liftingdatabase.com/competitions-view?id=119739","2021-07-24-Sport of Iron II"
2021-07-24,"Lake Superior Open","Local","MN-2021-01","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=119740","2021-07-24-Lake Superior Open"
2021-07-24,"DC Barbell Club Pro Invitational","Local","PA-2021-11","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119741","2021-07-24-DC Barbell Club Pro Invitational"
2021-07-24,"Palmetto Classic","Local","SC-2021-04","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=119742","2021-07-24-Palmetto Classic"
2021-07-24,"Assault on Gravity","Local","OH-2021-07","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119743","2021-07-24-Assault on Gravity"
2021-07-24,"South Texas Showdown","Local","TX-2021-24","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119748","2021-07-24-South Texas Showdown"
2021-07-24,"Masters of Iron Showdown","Local","AK-2021-02","Alaska","https://usapl.liftingdatabase.com/competitions-view?id=119750","2021-07-24-Masters of Iron Showdown"
2021-07-18,"Bon Temps Raw Challenge","Local","LA-2021-06","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119733","2021-07-18-Bon Temps Raw Challenge"
2021-07-17,"Cornhusker State Games","Local","NE-2021-05","Nebraska","https://usapl.liftingdatabase.com/competitions-view?id=119732","2021-07-17-Cornhusker State Games"
2021-07-17,"Midwest Performance Championship","Local","MI-2021-05","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=119734","2021-07-17-Midwest Performance Championship"
2021-07-17,"Wolf Open","Local","WI-2021-12","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119735","2021-07-17-Wolf Open"
2021-07-17,"Mass Barbell Summer Slam 2k21","Local","MA-2021-11","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=119736","2021-07-17-Mass Barbell Summer Slam 2k21"
2021-07-17,"Summer Slam","Local","PA-2021-07","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119738","2021-07-17-Summer Slam"
2021-07-17,"Absolute Power Bench 2 Impress","Local","CA-2021-09","California","https://usapl.liftingdatabase.com/competitions-view?id=119758","2021-07-17-Absolute Power Bench 2 Impress"
2021-07-10,"Dakota High School and Collegiate Championship","Local","SD-2021-02","South Dakota","https://usapl.liftingdatabase.com/competitions-view?id=119719","2021-07-10-Dakota High School and Collegiate Championship"
2021-07-10,"Barbell and Brine Summer Classic","Local","NY-2021-06","New York","https://usapl.liftingdatabase.com/competitions-view?id=119721","2021-07-10-Barbell and Brine Summer Classic"
2021-07-10,"22nd Street Barbell Classic","Local","IA-2021-02","Iowa","https://usapl.liftingdatabase.com/competitions-view?id=119724","2021-07-10-22nd Street Barbell Classic"
2021-07-10,"Viking Summer Raid","Local","WV-2021-02","West Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119725","2021-07-10-Viking Summer Raid"
2021-07-03,"Battle in the Valley","Local","OH-2021-10","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119716","2021-07-03-Battle in the Valley"
2021-07-02,"2021 Europa Games Expo","Local","FL-2021-02","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119720","2021-07-02-2021 Europa Games Expo"
2021-06-26,"Baystate Series I","Local","MA-2021-04","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=119707","2021-06-26-Baystate Series I"
2021-06-26,"RPG Summer Kickoff","Local","MI-2021-04","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=119708","2021-06-26-RPG Summer Kickoff"
2021-06-26,"Kansas Heavy Metal Open","Local","KS-2021-01","Kansas","https://usapl.liftingdatabase.com/competitions-view?id=119709","2021-06-26-Kansas Heavy Metal Open"
2021-06-26,"Virginia Battle at the Beach","Local","VA-2021-04","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119710","2021-06-26-Virginia Battle at the Beach"
2021-06-26,"Europa Dallas Showdown","Local","TX-2021-08","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119711","2021-06-26-Europa Dallas Showdown"
2021-06-26,"King of Kilos Raw Open","Local","MN-2021-10","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=119712","2021-06-26-King of Kilos Raw Open"
2021-06-26,"CT Summer Showdown","Local","CT-2021-03","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=119714","2021-06-26-CT Summer Showdown"
2021-06-26,"Summer Power Fest","Local","TX-2021-09","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119715","2021-06-26-Summer Power Fest"
2021-06-26,"Atlanta Open","Local","GA-2021-03","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=119717","2021-06-26-Atlanta Open"
2021-06-26,"Big Iron Classic 2021","Local","MT-2021-01","Montana","https://usapl.liftingdatabase.com/competitions-view?id=119723","2021-06-26-Big Iron Classic 2021"
2021-06-19,"Philly Gritty Face-Off","Local","PA-2021-10","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119701","2021-06-19-Philly Gritty Face-Off"
2021-06-12,"Carolina Primetime","Local","SC-2021-07","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=119703","2021-06-12-Carolina Primetime"
2021-06-05,"2021 USA Powerlifting Miami International Fitness Expo Championships","Local","fl-2021-01","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119694","2021-06-05-2021 USA Powerlifting Miami International Fitness Expo Championships"
2021-05-29,"Ohio Open","Local","OH-2021-05","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119690","2021-05-29-Ohio Open"
2021-05-29,"42nd Annual USA Powerlifting Florida Sunshine State Games","Local","FL-2021-13","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119693","2021-05-29-42nd Annual USA Powerlifting Florida Sunshine State Games"
2021-05-22,"New York Ladies of Iron","Local","NY-2021-09","New York","https://usapl.liftingdatabase.com/competitions-view?id=119680","2021-05-22-New York Ladies of Iron"
2021-05-22,"Minnesota Ladies of Iron","Local","MN-2021-05","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=119681","2021-05-22-Minnesota Ladies of Iron"
2021-05-22,"Massachusetts Mayhem","Local","MA-2021-05","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=119682","2021-05-22-Massachusetts Mayhem"
2021-05-22,"UAP Spring Showdown","Local","MI-2021-03","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=119683","2021-05-22-UAP Spring Showdown"
2021-05-22,"Unleash The Beast","Local","WA-2021-02","Washington","https://usapl.liftingdatabase.com/competitions-view?id=119684","2021-05-22-Unleash The Beast"
2021-05-22,"Avenger Spring Fling","Local","PA-2021-06","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119685","2021-05-22-Avenger Spring Fling"
2021-05-22,"Legacy Series #3","Local","MO-2021-06","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=119692","2021-05-22-Legacy Series #3"
2021-05-15,"Meet Me at The Bar","Local","TX-2021-05","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119675","2021-05-15-Meet Me at The Bar"
2021-05-15,"Mayhem Open","Local","WI-2021-04","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119727","2021-05-15-Mayhem Open"
2021-05-09,"Atlas Strength Showcase","Local","LA-2021-04","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119674","2021-05-09-Atlas Strength Showcase"
2021-05-08,"Ladies Of Steel","Local","SC-2021-03","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=119671","2021-05-08-Ladies Of Steel"
2021-05-08,"East Texas Open","Local","TX-2021-10","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119673","2021-05-08-East Texas Open"
2021-05-02,"Pure Focus Spring Classic","Local","NJ-2021-04","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=119662","2021-05-02-Pure Focus Spring Classic"
2021-05-01,"East Tennessee Spring Classic","Local","TN-2021-01","Tennessee","https://usapl.liftingdatabase.com/competitions-view?id=119661","2021-05-01-East Tennessee Spring Classic"
2021-05-01,"Iron Triathlon","Local","TX-2021-04","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119663","2021-05-01-Iron Triathlon"
2021-05-01,"Eau Claire Open","Local","WI-2021-08","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119664","2021-05-01-Eau Claire Open"
2021-05-01,"Squats and Science Championship","Local","NY-2021-10","New York","https://usapl.liftingdatabase.com/competitions-view?id=119665","2021-05-01-Squats and Science Championship"
2021-05-01,"Clash in Central Cali","Local","CA-2021-06","California","https://usapl.liftingdatabase.com/competitions-view?id=119668","2021-05-01-Clash in Central Cali"
2021-05-01,"Naval Academy Qualifier","Local","MD-2021-05","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=119669","2021-05-01-Naval Academy Qualifier"
2021-04-25,"Chicagoland Womens Open","Local","IL-2021-02","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=119657","2021-04-25-Chicagoland Womens Open"
2021-04-25,"Family of Iron Classic","Local","NV-2021-01","Nevada","https://usapl.liftingdatabase.com/competitions-view?id=119658","2021-04-25-Family of Iron Classic"
2021-04-24,"Nodak Open Championships","Local","ND-2021-01","North Dakota","https://usapl.liftingdatabase.com/competitions-view?id=119647","2021-04-24-Nodak Open Championships"
2021-04-24,"CPC Youth and Teen Qualifier","Local","OH-2021-12","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119648","2021-04-24-CPC Youth and Teen Qualifier"
2021-04-24,"Louisiana State Games","Local","LA-2021-02","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119649","2021-04-24-Louisiana State Games"
2021-04-24,"TSS High School Nationals Qualifier","Local","TX-2021-23","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119650","2021-04-24-TSS High School Nationals Qualifier"
2021-04-24,"Youth and Teen Qualifier","Local","WI-2021-14","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119651","2021-04-24-Youth and Teen Qualifier"
2021-04-24,"I STEP 1st Annual Spring Fling","Local","MD-2021-02","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=119656","2021-04-24-I STEP 1st Annual Spring Fling"
2021-04-24,"1st Annual Heart of Texas","Local","TX-2021-11","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119660","2021-04-24-1st Annual Heart of Texas"
2021-04-18,"New Jersey Rona Wrecker","Local","NJ-2021-01","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=119655","2021-04-18-New Jersey Rona Wrecker"
2021-04-17,"Wooder Ice Classic","Local","PA-2021-08","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119638","2021-04-17-Wooder Ice Classic"
2021-04-17,"Full Send Invitational","Local","MI-2021-02","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=119639","2021-04-17-Full Send Invitational"
2021-04-17,"Capital City Barbell Championship","Local","FL-2021-12","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119640","2021-04-17-Capital City Barbell Championship"
2021-04-17,"Reboot 2021","Local","WA-2021-01","Washington","https://usapl.liftingdatabase.com/competitions-view?id=119641","2021-04-17-Reboot 2021"
2021-04-17,"PowerMania MMXXI","Local","OH-2021-04","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119643","2021-04-17-PowerMania MMXXI"
2021-04-17,"Revenge of the Kilo Monster","Local","CO-2021-01","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=119645","2021-04-17-Revenge of the Kilo Monster"
2021-04-17,"SBWC Spring Classic","Local","NY-2021-04","New York","https://usapl.liftingdatabase.com/competitions-view?id=119646","2021-04-17-SBWC Spring Classic"
2021-04-12,"Neenah High School Nationals Meet Qualifier","Local","WI-2021-05","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119636","2021-04-12-Neenah High School Nationals Meet Qualifier"
2021-04-10,"Wyoming Open","Local","WY-2021-02","Wyoming","https://usapl.liftingdatabase.com/competitions-view?id=119633","2021-04-10-Wyoming Open"
2021-04-10,"Springfield Showdown","Local","MO-2021-02","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=119634","2021-04-10-Springfield Showdown"
2021-04-03,"Covington Qualifier","Local","LA-2021-09","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=119629","2021-04-03-Covington Qualifier"
2021-04-03,"Battle at the Anvil","Local","AK-2021-05","Alaska","https://usapl.liftingdatabase.com/competitions-view?id=119652","2021-04-03-Battle at the Anvil"
2021-03-28,"Virginia March Open","Local","VA-2021-03","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=119623","2021-03-28-Virginia March Open"
2021-03-28,"Masked Madness","Local","AZ-2021-03","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=119626","2021-03-28-Masked Madness"
2021-03-28,"Chicagoland Mens Raw Open","Local","IL-2021-01","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=119632","2021-03-28-Chicagoland Mens Raw Open"
2021-03-27,"Baystate Junior and Teen Invitational","Local","MA-2021-03","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=119621","2021-03-27-Baystate Junior and Teen Invitational"
2021-03-27,"Ultimate Warrior","Local","MI-2021-01","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=119622","2021-03-27-Ultimate Warrior"
2021-03-27,"Iron Ice Novice Classic","Local","MN-2021-02","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=119627","2021-03-27-Iron Ice Novice Classic"
2021-03-27,"Legacy Series #2","Local","MO-2021-05","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=119631","2021-03-27-Legacy Series #2"
2021-03-21,"Pittsburgh Spring Classic","Local","PA-2021-03","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119615","2021-03-21-Pittsburgh Spring Classic"
2021-03-21,"6th Annual USA Powerlifting Orlando Open Championships","Local","FL-2021-07","Florida","https://usapl.liftingdatabase.com/competitions-view?id=119619","2021-03-21-6th Annual USA Powerlifting Orlando Open Championships"
2021-03-20,"Germantown High School-Teen National Qualifier","Local","WI-2021-13","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119609","2021-03-20-Germantown High School-Teen National Qualifier"
2021-03-20,"Northeast Iron Beast Winter Classic VIII","Local","NY-2021-03","New York","https://usapl.liftingdatabase.com/competitions-view?id=119610","2021-03-20-Northeast Iron Beast Winter Classic VIII"
2021-03-20,"Philadelphia Love Championship","Local","PA-2021-13","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=119612","2021-03-20-Philadelphia Love Championship"
2021-03-20,"Battle on the Border","Local","SC-2021-02","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=119613","2021-03-20-Battle on the Border"
2021-03-20,"WARCAT's Battle of the Bay","Local","CA-2021-03","California","https://usapl.liftingdatabase.com/competitions-view?id=119614","2021-03-20-WARCAT's Battle of the Bay"
2021-03-20,"Absolute Power Spring Fling","Local","CA-2021-05","California","https://usapl.liftingdatabase.com/competitions-view?id=119618","2021-03-20-Absolute Power Spring Fling"
2021-03-20,"Massachusetts Spring Classic","Local","MA-2021-02","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=119624","2021-03-20-Massachusetts Spring Classic"
2021-03-20,"Iron City Open","Local","AL-2021-02","Alabama","https://usapl.liftingdatabase.com/competitions-view?id=119628","2021-03-20-Iron City Open"
2021-03-13,"Bad Hand Invitational","Local","MO-2021-03","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=119605","2021-03-13-Bad Hand Invitational"
2021-03-13,"Sandoval Strength Systems Rookie Meet","Local","TX-2021-07","Texas","https://usapl.liftingdatabase.com/competitions-view?id=119606","2021-03-13-Sandoval Strength Systems Rookie Meet"
2021-03-13,"Beginner's Brawl","Local","OH-2021-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119607","2021-03-13-Beginner's Brawl"
2021-03-13,"Madness Open","Local","WI-2021-03","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=119616","2021-03-13-Madness Open"
2021-03-06,"Buckeye Qualifier","Local","OH-2021-08","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=119599","2021-03-06-Buckeye Qualifier"
