Date,Name,Meet Type,Sanction Number,State,Website
03/04/2023,Womens Florida Open,Local,FL-2023-02,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120480
02/25/2023,Rookie Ruckus,Local,NY-2023-05,New York,https://usapl.liftingdatabase.com/competitions-view?id=120438
02/25/2023,Hidden Strength Spring Brawl,Local,CA-2023-06,California,https://usapl.liftingdatabase.com/competitions-view?id=120439
02/25/2023,Oak City Open,Local,NC-2023-06,North Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120440
02/25/2023,Strength Culture Cup,Local,AUS-2023-04,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120444
02/25/2023,Hardcore Huskies Collegiate Showdown,Local,MA-2023-06,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120446
02/25/2023,Rookie Meet,Local,WA-2023-06,Washington,https://usapl.liftingdatabase.com/competitions-view?id=120447
02/25/2023,Midwest Collegiate Cup,Local,OH-2023-05,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120450
02/25/2023,Texas Strength Classic,Local,TX-2023-03,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120453
02/19/2023,Garden State Winter War,Local,NJ-2023-01,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120436
02/19/2023,The Murder Open,Local,NY-2023-15,New York,https://usapl.liftingdatabase.com/competitions-view?id=120477
02/18/2023,Virginia River CIty Rampage,Local,VA-2023-05,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120429
02/18/2023,Dakota HS & Collegiate Champs,Local,SD-2023-01,South Dakota,https://usapl.liftingdatabase.com/competitions-view?id=120430
02/18/2023,Battle in the Valley 2,Local,OH-2023-02,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120431
02/18/2023,Liberty Bell Classic,Local,PA-2023-08,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120432
02/18/2023,Absolute Flex Appeal Spring Fling,Local,CA-2023-02,California,https://usapl.liftingdatabase.com/competitions-view?id=120437
02/18/2023,Central Florida Open,Local,FL-2023-03,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120442
02/18/2023,Hawai’i Qualifier,Local,HI-2023-03,Hawaii,https://usapl.liftingdatabase.com/competitions-view?id=120445
02/18/2023,Rookie/Novice Showcase,Local,MO-2023-02,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=120451
02/18/2023,Alaska High School Championship,Local,AK-2023-01,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=120513
02/12/2023,Elemental Strength Society Open I,Local,AUS-2023-07,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120428
02/12/2023,San Diego Collegiate Qualifier,Local,CA-2023-13,California,https://usapl.liftingdatabase.com/competitions-view?id=120434
02/11/2023,Wolfpack High School Open,Local,MA-2023-05,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120415
02/11/2023,Beyond Limits Classic,Local,OH-2023-03,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120416
02/11/2023,Full Send,Local,MI-2023-02,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=120417
02/11/2023,StrengthBuilt Rookie Meet,Local,TX-2023-06,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120418
02/11/2023,Heartbreaker Open,Local,CA-2023-04,California,https://usapl.liftingdatabase.com/competitions-view?id=120420
02/11/2023,Cupid Classic,Local,IN-2023-02,Indiana,https://usapl.liftingdatabase.com/competitions-view?id=120421
02/11/2023,Aggie Showdown,Local,TX-2023-11,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120423
02/11/2023,High School Barbell Brawl,Local,SC-2023-05,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120424
02/11/2023,Friends University Open,Local,KS-2023-01,Kansas,https://usapl.liftingdatabase.com/competitions-view?id=120425
02/11/2023,Heartbreaker's Brawl,Local,TN-2023-01,Tennessee,https://usapl.liftingdatabase.com/competitions-view?id=120426
02/11/2023,2nd Annual Capital City Claasic,Local,LA-2023-03,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120427
02/05/2023,Mustache Mayhem 6,Local,NY-2023-01,New York,https://usapl.liftingdatabase.com/competitions-view?id=120409
02/05/2023,Beast of the Metro East,Local,IL-2023-01,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=120411
02/05/2023,Iron Sharpens Iron Classic,Local,TX-2023-15,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120414
02/04/2023,Young Gunz Invitational,Local,OH-2023-04,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120405
02/04/2023,Golden Eagle Teen Qualifier,Local,WI-2023-12,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120406
02/04/2023,Red White and Blue Lift Off,Local,MI-2023-08,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=120412
02/04/2023,Raging Romantics,Local,PA-2023-01,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120413
02/04/2023,Third Street Barbell Open,Local,CA-2023-01,California,https://usapl.liftingdatabase.com/competitions-view?id=120465
01/29/2023,Legacy Series Finals,Local,MO-2023-03,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=120402
01/28/2023,Rookie Riot,Local,SC-2023-01,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120400
01/28/2023,Pittsburgh Winter Classic,Local,PA-2023-05,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120404
01/21/2023,All-Academy,Local,NY-2023-12,New York,https://usapl.liftingdatabase.com/competitions-view?id=120385
01/21/2023,Horned Frog Collegiate Clash,Local,TX-2023-16,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120387
01/21/2023,Blue Mountain College Collegiate Championships and Open,Local,MS-2023-01,Mississippi,https://usapl.liftingdatabase.com/competitions-view?id=120390
01/21/2023,Virginia Winter Open,Local,VA-2023-01,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120392
01/21/2023,Elk Mound High School National Qualifier,Local,WI-2023-11,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120393
01/21/2023,Keystone Cup,Local,PA-2023-11,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120394
01/21/2023,Michigan High School & Collegiate Open,Local,MI-2023-01,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=120395
01/21/2023,Lifting In A Winter Wonderland,Local,IL-2023-03,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=120397
01/21/2023,Big Horn Bash,Local,TX-2023-07,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120398
01/21/2023,Home Barbell Club Winter Bulk,Local,TX-2023-08,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120399
01/21/2023,Hometown Winter Games,Local,MD-2023-01,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=120408
01/15/2023,Cajun Prep Openb,Local,LA-2023-01,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120380
01/15/2023,Worcester Open,Local,MA-2023-02,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120383
01/14/2023,New Year Open,Local,OH-2023-01,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120378
01/14/2023,Philly January Jawn,Local,PA-2023-07,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120379
01/14/2023,St. John's High School Classic,Local,MA-2023-01,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120381
01/14/2023,CT Winter Classic,Local,CT-2023-01,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=120382
01/14/2023,Lions Den Open,Local,NC-2023-02,North Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120384
01/07/2023,TruBorn Rookie Rumble,Local,GA-2023-02,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120372
01/07/2023,Virginia Commonwealth Cup,Local,Sabre Schnitzer,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120374
01/07/2023,Avengers Winter Smash,Local,PA-2023-12,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120376
01/07/2023,Odyssey Barbell Winter Open,Local,NH-2023-01,New Hampshire,https://usapl.liftingdatabase.com/competitions-view?id=120377
01/07/2023,Winter Games of Texas,Local,TX-2023-01,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120386
12/18/2022,Adelante Winter Heat,Local,NJ-2022-07,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120358
12/18/2022,Santa Fe Show of Strength,Local,NM-2022-03,New Mexico,https://usapl.liftingdatabase.com/competitions-view?id=120359
12/18/2022,Liftmass,Local,CO-2022-10,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=120362
12/18/2022,Masters Mash,Local,TX-2022-45,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120365
12/17/2022,Next Gen Classic,Local,SC-2022-10,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120355
12/17/2022,Cougar Classic,Local,TX-2022-44,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120357
12/17/2022,LA Tech Rookie Meet,Local,LA-2022-14,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120363
12/17/2022,Illinois Collegiate & Open,Local,IL-2022-07,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=120366
12/17/2022,Rumble at Rvmpvge,Local,TX-2022-30,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120368
12/17/2022,GPT Invitational,Local,CT-2022-07,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=120370
12/11/2022,Festivus Feats of MASS Strength,Local,MA-2022-14,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120341
12/10/2022,NY Rookie Meet 2,Local,NY-2022-10,New York,https://usapl.liftingdatabase.com/competitions-view?id=120338
12/10/2022,Heavy Liftmas,Local,WY-2022-04,Wyoming,https://usapl.liftingdatabase.com/competitions-view?id=120339
12/10/2022,MO River Open,Local,MO-2022-10,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=120340
12/10/2022,Philadelphia Love Championship,Local,PA-2022-15,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120342
12/10/2022,Battle of the Frozen Tundra,Local,MN-2022-08,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=120345
12/10/2022,Bay Area Barbell Winter Swolestice,Local,CA-2022-22,California,https://usapl.liftingdatabase.com/competitions-view?id=120351
12/10/2022,Dench Winter Showdown,Local,HKG-2022-01,Hong Kong,https://usapl.liftingdatabase.com/competitions-view?id=120352
12/10/2022,Texas Open,Local,TX-2022-29,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120360
12/10/2022,Holiday Hoist,Local,ID-2022-03,Idaho,https://usapl.liftingdatabase.com/competitions-view?id=120361
12/10/2022,4th Husky Invitational,Local,AK-2022-06,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=120364
12/10/2022,Zephyrs Winter Classic,Local,OH-2022-18,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120367
12/10/2022,Schotime Schodown,Local,LA-2022-15,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120371
12/04/2022,Buff Bagel Rookie/Novice Showcase,Local,NY-2022-17,New York,https://usapl.liftingdatabase.com/competitions-view?id=120328
12/03/2022,Holiday Classic,Local,WA-2022-08,Washington,https://usapl.liftingdatabase.com/competitions-view?id=120327
12/03/2022,Carrie Boudreau Big Pullooza II,Local,ME-2022-04,Maine,https://usapl.liftingdatabase.com/competitions-view?id=120329
12/03/2022,North Garland Classic,Local,TX-2022-48,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120331
12/03/2022,GA Holiday Havoc,Local,GA-2022-13,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120334
12/03/2022,Krampus is Coming to Town,Local,CO-2022-11,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=120336
12/03/2022,Annual Eau Claire Open,Local,WI-2022-20,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120344
12/03/2022,Liftmas Open,Local,WI-2022-14,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120350
12/03/2022,Route 66 Classic,Local,AZ-2022-05,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=120353
11/27/2022,Greed island Showdown,Local,FL-2022-19,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120335
11/20/2022,Thanksgiving Throwdown,Local,CA-2022-17,California,https://usapl.liftingdatabase.com/competitions-view?id=120312
11/20/2022,Sincere Training Systems Classic,Local,NY-2022-25,New York,https://usapl.liftingdatabase.com/competitions-view?id=120318
11/19/2022,Pelican State Open & Collegiate South Regionals,Local,LA-2022-13,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120321
11/19/2022,Longhorn Open,Local,TX-2022-41,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120322
11/19/2022,Brisbane Classic,Local,AUS-2022-15,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120354
11/19/2022,Salt Lake Powerlifting Classic,Local,UT-2022-03,Utah,https://usapl.liftingdatabase.com/competitions-view?id=120307
11/19/2022,Glass City Open,Local,OH-2022-16,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120308
11/19/2022,Casper Chill,Local,WY-2022-05,Wyoming,https://usapl.liftingdatabase.com/competitions-view?id=120309
11/19/2022,Five Thirteen Strength Brewery Classic,Local,OH-2022-14,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120310
11/19/2022,Midwest Collegiate Championship,Local,MO-2022-08,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=120313
11/19/2022,Brawl in the Falls,Local,TX-2022-35,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120315
11/19/2022,Whiz Wit Classic,Local,PA-2022-14,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120319
11/13/2022,Makahiki Open,Local,HI-2022-05,Hawaii,https://usapl.liftingdatabase.com/competitions-view?id=120320
11/13/2022,Beginner's Brawl,Local,OH-2022-15,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120291
11/13/2022,New Jersey Iron Gobbler Championship,Local,NJ-2022-05,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120299
11/13/2022,San Diego Validus Open V.1,Local,CA-2022-24,California,https://usapl.liftingdatabase.com/competitions-view?id=120305
11/12/2022,Coastal Clash,Local,AK-2022-04,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=120324
11/12/2022,RVA Iron Barbell Classic,Local,VA-2022-13,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120293
11/12/2022,Piney Woods Open,Local,TX-2022-47,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120295
11/12/2022,Strong Island Open,Local,NY-2022-22,New York,https://usapl.liftingdatabase.com/competitions-view?id=120298
11/12/2022,Gainsgiving Open,Local,WI-2022-10,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120301
11/12/2022,Southeast Open,Local,SC-2022-05,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120302
11/12/2022,San Diego Validus Open V,Local,CA-2022-19,California,https://usapl.liftingdatabase.com/competitions-view?id=120304
11/12/2022,Barbell Babes Brigade Unite,Local,AUS-2022-14,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120306
11/12/2022,Naval Academy Veterans Day Classic,Local,MD-2022-05,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=120311
11/12/2022,Brewhouse Brawl,Local,OK-2022-04,Oklahoma,https://usapl.liftingdatabase.com/competitions-view?id=120316
11/06/2022,Ivy League Cup and Collegiate Open,Local,NY-2022-26,New York,https://usapl.liftingdatabase.com/competitions-view?id=120281
11/05/2022,Corrupted Strength Classic,Local,TX-2022-36,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120323
11/05/2022,Fall Festival of Power,Local,NC-2022-06,North Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120275
11/05/2022,RGV Fall Classic,Local,TX-2022-43,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120277
11/05/2022,Ballarat Open,Local,AUS-2022-12,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120278
11/05/2022,5th Annual Champions Fall Classic,Local,MN-2022-09,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=120279
11/05/2022,Ataraxis Open,Local,NY-2022-23,New York,https://usapl.liftingdatabase.com/competitions-view?id=120280
11/05/2022,4th Annual Winter War of Waco,Local,TX-2022-16,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120282
11/05/2022,South Georgia Barbell Brawl,Local,GA-2022-07,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120283
11/05/2022,Spartan Collegiate Qualifier & Open,Local,CA-2022-23,California,https://usapl.liftingdatabase.com/competitions-view?id=120284
11/05/2022,Far Beyond Driven Fall Showdown,Local,PA-2022-23,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120286
11/05/2022,Pittsburgh Fall Classic,Local,PA-2022-20,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120287
11/05/2022,CT Liftsgiving Open,Local,CT-2022-08,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=120300
11/05/2022,South Omaha Stock Yard Classic,Local,NE-2022-08,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=120317
11/01/2022,Roadrunner Rookie Qualifier,Local,TX-2022-46,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120289
10/30/2022,Nightmare Before Liftmass - Daytona,Local,FL-2022-15,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120272
10/29/2022,Monsters Bash,Local,MN-2022-07,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=120267
10/29/2022,TSS H-Town Showdown,Local,TX-2022-12,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120268
10/29/2022,Western MASSacre,Local,MA-2022-10,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120269
10/29/2022,Northwoods Showdown,Local,WI-2022-19,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120270
10/29/2022,Stronger Lifts,Local,CA=2022-21,California,https://usapl.liftingdatabase.com/competitions-view?id=120271
10/29/2022,Hometown Classic,Local,MD-2022-06,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=120273
10/29/2022,DAT Dawn of the Deadlifts,Local,KS-2022-03,Kansas,https://usapl.liftingdatabase.com/competitions-view?id=120274
10/29/2022,Squats & Science Fall Brawl,Local,NY-2022-27,New York,https://usapl.liftingdatabase.com/competitions-view?id=120276
10/23/2022,Classic City Collegiate,Local,GA-2022-08,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120262
10/22/2022,2nd Annual Push/Pull for Pink,Local,TX-2022-40,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120255
10/22/2022,Virginia Winter Wrecker,Local,VA-2022-05,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120256
10/22/2022,Philadelphia Fall Showdown,Local,PA-2022-13,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120257
10/22/2022,Odyssey Barbell Club Classic,Local,NH-2022-04,New Hampshire,https://usapl.liftingdatabase.com/competitions-view?id=120258
10/22/2022,SBWC Fall Classic,Local,NY-2022-20,New York,https://usapl.liftingdatabase.com/competitions-view?id=120259
10/22/2022,All Valley Raw Championships,Local,MT-2022-02,Montana,https://usapl.liftingdatabase.com/competitions-view?id=120260
10/22/2022,Windy City Open,Local,IL-2022-06,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=120261
10/22/2022,Santa Barbara Showdown,Local,CA-2022-18,California,https://usapl.liftingdatabase.com/competitions-view?id=120263
10/22/2022,Pittsburgh Collegiate Cup,Local,PA-2022-21,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120264
10/15/2022,Virginia Absolute Chaos,Local,VA-2022-14),Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120244
10/15/2022,Beyond Limits Fall Classic,Local,OH-2022-13,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120245
10/15/2022,Arizona Fall Classic,Local,AZ-2022-04,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=120247
10/15/2022,Ogre Fall Classic,Local,TN-2022-03,Tennessee,https://usapl.liftingdatabase.com/competitions-view?id=120248
10/15/2022,Calcasieu Cup,Local,LA-2022-12,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120250
10/15/2022,Grand Slam Open,Local,CA-2022-11,California,https://usapl.liftingdatabase.com/competitions-view?id=120252
10/15/2022,Deviant Strength Classic,Local,TX-2022-24,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120254
10/15/2022,Spartan Raw Fall Brawl,Local,WI-2022-18,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120266
10/15/2022,Gameday Anniversary Open,Local,TX-2022-42,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120294
10/09/2022,JPS Spring Showdown,Local,AUS-2022-07,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120239
10/09/2022,Mr. America All American Sports Festival Championships,Local,NJ-2022-10,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120240
10/08/2022,Baystate Bench Deadlift and Novice Open,Local,MA-2022-12,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120234
10/08/2022,Avengers Monsters Smash,Local,PA-2022-23,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120235
10/08/2022,Stay in Your Lane Thrasher,Local,NY-2022-21,New York,https://usapl.liftingdatabase.com/competitions-view?id=120236
10/08/2022,Warrior Collegiate Open,Local,NE-2022-07,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=120237
10/08/2022,Raleighwood Rumble,Local,NC-2022-08,North Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120238
10/08/2022,Valhalla Awaits-Open,Local,GA-2022-12,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120241
10/08/2022,Valhalla Awaits,Local,GA-2022-12,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120242
10/08/2022,Washington State Championship,Local,WA-2022-07,Washington,https://usapl.liftingdatabase.com/competitions-view?id=120243
10/08/2022,Alamo City Rookie Rumble,Local,TX-2022-27,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120246
10/08/2022,West Texas Open 4,Local,TX-2022-32,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120249
10/01/2022,Willpower 3 Invitational,Local,CA-2022-20,California,https://usapl.liftingdatabase.com/competitions-view?id=120226
10/01/2022,Penguin Classic,Local,OH-2022-12,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120227
10/01/2022,Muscle Beach Powerlifting Classic,Local,TX-2022-30,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120228
10/01/2022,Raw Strength Championships 7,Local,AUS-2022-13,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120231
10/01/2022,Nightmare Before Liftmass II,Local,CO-2022-06,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=120232
09/25/2022,Titan Barbell Open,Local,MA-2022-11,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=120217
09/25/2022,Bon Temps RAW Challenge,Local,LA-2022-11,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=120219
09/25/2022,New Jersey Heavy Metal Classic,Local,NJ-2022-04,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120220
09/25/2022,Supertotal Weekend,Local,NY-2022-24,New York,https://usapl.liftingdatabase.com/competitions-view?id=120233
09/24/2022,Delaware Purge,Local,DE-2022-01,Delaware,https://usapl.liftingdatabase.com/competitions-view?id=120214
09/24/2022,Michigan Rookie Rumble,Local,MI-2022-07,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=120215
09/24/2022,Vermont Fall Brawl,Local,VT-2022-01,Vermont,https://usapl.liftingdatabase.com/competitions-view?id=120216
09/24/2022,Montgomery Showdown,Local,AL-2022-01,Alabama,https://usapl.liftingdatabase.com/competitions-view?id=120218
09/24/2022,TBS Prime Time and Open,Local,TX-2022-21,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120221
09/24/2022,PRs in Paradise,Local,FL-2022-09,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120223
09/24/2022,Connecticut Fall Classic,Local,CT-2022-06,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=120224
09/24/2022,Iron Braves Open,Local,KS-2022-05,Kansas,https://usapl.liftingdatabase.com/competitions-view?id=120225
09/18/2022,Illinois Raw Novice,Local,IL-2022-05,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=120213
09/17/2022,Spokane Rookie,Local,WA-2022-05,Washington,https://usapl.liftingdatabase.com/competitions-view?id=120207
09/17/2022,Words Have Weight,Local,SC-2022-04,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120209
09/17/2022,Minnesota Youth and Teen Show of Strength,Local,MN-2022-12,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=120210
09/17/2022,Philly Special,Local,PA-2022-12,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=120212
09/17/2022,Lokahi Open,Local,HI-2022-04,Hawaii,https://usapl.liftingdatabase.com/competitions-view?id=120222
09/17/2022,Ethos Strength Open,Local,AUS-2022-11,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120230
09/11/2022,Land of the Free Weights - Patriot Showdown,Local,FL-2022-16,Florida,https://usapl.liftingdatabase.com/competitions-view?id=120200
09/11/2022,Whippany Athletic Liberty Lift Off,Local,NJ-2022-09,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=120203
09/10/2022,Rochester Rumble IV,Local,NY-2022-16,New York,https://usapl.liftingdatabase.com/competitions-view?id=120201
09/10/2022,Absolute Flex Appeal - Fall Sizzle,Local,CA-2022-16,California,https://usapl.liftingdatabase.com/competitions-view?id=120202
09/10/2022,Iron Wars,Local,TX-2022-11,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120206
09/10/2022,Lifting the House,Local,GA-2022-10,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=120208
09/10/2022,Legacy Series #2,Local,MO-2022-06,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=120211
09/10/2022,Sydney Invitational,Local,AUS-2022-04,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120229
09/04/2022,Virginia Fall Finale,Local,VA-2022-08,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=120196
09/03/2022,Lost Wages in Paradise,Local,NV-2022-02,Nevada,https://usapl.liftingdatabase.com/competitions-view?id=120192
09/03/2022,Ohio Summer Showdown,Local,OH-2022-11,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=120193
09/03/2022,Baltimore Raw Open,Local,MD-2022-04,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=120195
09/03/2022,TSF Open,Local,AUS-2022-10,Australia,https://usapl.liftingdatabase.com/competitions-view?id=120197
09/03/2022,Stars And Stripes Open,Local,WI-2022-12,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=120198
09/03/2022,Battle at Bionic Barbell,Local,NM-2022-02,New Mexico,https://usapl.liftingdatabase.com/competitions-view?id=120199
08/28/2022,Korea Summer Classic,Local,KOR-2022-01,South Korea,https://usapl.liftingdatabase.com/competitions-view?id=120188
08/27/2022,Nebraska State Fair Open,Local,NE-2022-06,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=120185
08/27/2022,East Coast 5 Bar,Local,SC-2022-07,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=120186
08/27/2022,Summer End,Local,WA-2022-06,Washington,https://usapl.liftingdatabase.com/competitions-view?id=120187
08/27/2022,Absolute Recomp Rookie Meet,Local,TX-2022-31,Texas,https://usapl.liftingdatabase.com/competitions-view?id=120190
08/27/2022,Tournament of Power,Local,MI-2022-06,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=120191
